"","state","county_name","county_crime_2016","inactivity_2016","median_house_income_2016","pop_2016","rural_2016","rec_resource_2016","county_crime_2018","inactivity_2018","median_house_income_2018","pop_2018","rural_2018","rec_resource_2018","county_crime_2020","inactivity_2020","median_house_income_2020","pop_2020","rural_2020","rec_resource_2020"
"1671","MT","Ravalli County",247.59979788,0.188,42902,41030,0.8462647966,0.8550930071,184.32487885,0.229,44851,42088,0.8462647966,0.7704665274,198.24273722,0.239,50055,43172,0.8462647966,0.7211528897
"1672","MT","Richland County",188.06461363,0.274,65738,11576,0.4420274985,0.2811409809,229.66969871,0.281,65277,11482,0.4420274985,0.4808126411,282.04064703,0.284,67242,10913,0.4420274985,0.6123537862
"1673","MT","Roosevelt County",354.2296318,0.314,37511,11332,0.3973141487,0.0001918465,541.21167744,0.288,40129,11305,0.3973141487,0.7715107914,610.90845163,0.285,40179,11059,0.3973141487,0.486618705
"1674","MT","Rosebud County",178.62246356,0.252,50751,9326,1,0.2642694682,143.56356676,0.25,53946,9287,1,0.5471677678,138.31994467,0.246,57674,9063,1,0.5471677678
"1675","MT","Sanders County",194.50169826,0.253,32815,11364,1,0.6881626216,174.58100559,0.243,38486,11534,1,0.8724261807,224.58056277,0.288,39861,11844,1,0.8319460265
"1676","MT","Sheridan County",311.22349737,0.316,52711,3696,1,0.5449172577,522.55225523,0.29,49112,3648,1,0.2234042553,306.25832224,0.325,51690,3424,1,0.6421394799
"1677","MT","Silver Bow County",274.85821574,0.226,39882,34680,0.1144152047,0.5211111111,287.71855544,0.22,45231,34553,0.1144152047,0.6035964912,318.48969592,0.225,47302,34993,0.1144152047,0.6303508772
"1678","MT","Stillwater County",210.83242457,0.265,60812,9290,1,0.4440057036,229.73652093,0.221,59905,9406,1,0.3632773939,210.99272075,0.234,66226,9534,1,0.3632773939
"1679","MT","Sweet Grass County",182.11619013,0.237,45000,3665,1,0.678992057,118.65644396,0.217,49666,3623,1,0.7167899206,95.524017467,0.205,52747,3710,1,0.7055601205
"1680","MT","Teton County",92.728958708,0.256,46208,6064,1,0.3512267413,82.056892779,0.277,46185,6056,1,0.586530545,221.54755067,0.28,48368,6162,1,0.2669191503
"1681","MT","Toole County",331.87226049,0.267,45207,5150,0.4295642374,0.1630353118,346.55371583,0.211,42689,4977,0.4295642374,0.6953418482,473.37278107,0.234,46326,4853,0.4295642374,0.692336589
"1682","MT","Treasure County",NA,0.294,47089,692,1,NA,NA,0.314,50770,692,1,0.1128133705,0,0.249,50774,679,1,0.1128133705
"1683","MT","Valley County",147.70387611,0.281,46328,7640,0.5520423395,0.2528158502,131.34276082,0.26,47028,7539,0.5520423395,0.5097028091,136.05442177,0.308,48390,7437,0.5520423395,0.6357714751
"1684","MT","Wheatland County",161.21602948,0.299,35875,2102,1,0.0498154982,93.984962406,0.262,37360,2117,1,0.4976937269,236.18327822,0.249,38449,2236,1,0.4976937269
"1685","MT","Wibaux County",0,0.303,43859,1121,1,NA,0,0.296,47908,1093,1,0.7512291052,0,0.288,49532,1034,1,0.0275319567
"1686","MT","Yellowstone County",260.05192117,0.235,51653,155634,0.1668829238,0.7863582299,318.29789819,0.217,57351,158437,0.1668829238,0.8380031357,362.01968879,0.221,59975,160137,0.1668829238,0.8489849431
"1687","NE","Nebraska",263.5888347,0.2376736605,52803,1881503,0.2686546488,0.7967641311,267.34247381,0.227,56979,1907116,0.2686546488,0.8326079303,285.72416493,0.233,59724,1929268,0.2686546488,0.8354655565
"1688","NE","Adams County",154.5922365,0.252,48658,31457,0.2248437699,0.7654635888,203.74123807,0.247,48010,31684,0.2248437699,0.8074225226,230.58942447,0.255,55167,31511,0.2248437699,0.816286188
"1689","NE","Antelope County",45.784550984,0.279,50919,6398,1,0.4176514585,60.317673078,0.283,48799,6329,1,0.4683620045,97.847358121,0.249,55371,6336,1,0.4966342558
"1690","NE","Arthur County",0,0.294,43408,453,1,NA,0,0.284,44511,469,1,0,0,0.239,46862,465,1,0
"1691","NE","Banner County",NA,0.328,48990,764,1,0.0811594203,NA,0.304,51049,798,1,0.0434782609,NA,0.226,53865,730,1,0.0449275362
"1692","NE","Blaine County",NA,0.267,38228,504,1,0.0460251046,NA,0.284,48974,484,1,0.10041841,NA,0.325,44467,476,1,0.10041841
"1693","NE","Boone County",NA,0.294,52914,5353,1,0.4125340599,NA,0.294,52844,5332,1,0.4881017257,NA,0.308,51911,5239,1,0.4831970936
"1694","NE","Box Butte County",184.88356737,0.277,55465,11340,0.2495578352,0.3761054121,207.21276783,0.25,56537,11194,0.2495578352,0.4413689423,220.68234983,0.234,57952,10772,0.2495578352,0.7291298196
"1695","NE","Boyd County",47.427080863,0.299,39964,2033,1,0.4802286803,NA,0.307,41461,1982,1,0.0138161029,NA,0.305,42431,1955,1,0.0138161029
"1696","NE","Brown County",42.296711431,0.307,42348,2941,1,0.1481717011,0,0.292,44709,2960,1,0.7656597774,0,0.276,46191,2973,1,0.7589825119
"1697","NE","Buffalo County",132.49206838,0.243,51550,48224,0.3226107327,0.8543664049,156.16176686,0.219,57036,49383,0.3226107327,0.9008502885,193.34642769,0.197,59193,49615,0.3226107327,0.8908073402
"1698","NE","Burt County",84.382708036,0.353,49345,6573,1,0.5331000292,105.72421084,0.303,51054,6546,1,0.624671916,82.3723229,0.325,57548,6488,1,0.4708369787
"1699","NE","Butler County",35.419126328,0.243,54240,8249,0.6570577725,0.3578320429,54.229934924,0.263,55285,8052,0.6570577725,0.4216795712,61.117222833,0.254,57208,8058,0.6570577725,0.4202501489
"1700","NE","Cass County",72.300876812,0.25,66522,25524,0.7295669744,0.7249316588,94.815439114,0.253,63707,25767,0.7295669744,0.6310764233,125.62074313,0.271,75177,26159,0.7295669744,0.6573828295
"1701","NE","Cedar County",45.156920298,0.285,54421,8610,1,0.513217352,30.502916841,0.289,53864,8671,1,0.5218029824,40.704774089,0.263,64570,8446,1,0.5167193854
"1702","NE","Chase County",116.60836249,0.266,52749,3978,1,0.6076651538,156.23715155,0.259,51695,3937,1,0.7735753908,125.56504269,0.289,54866,3977,1,0.7801311145
"1703","NE","Cherry County",208.35744878,0.31,43564,5762,0.5251181516,0.5963591808,190.08121652,0.305,48933,5832,0.5251181516,0.6448450901,239.66446974,0.313,49782,5761,0.5251181516,0.6453702083
"1704","NE","Cheyenne County",83.484751756,0.256,55964,10148,0.3625725145,0.6696339268,202.02020202,0.265,52565,10051,0.3625725145,0.6331266253,290.19723575,0.243,53132,9310,0.3625725145,0.6278255651
"1705","NE","Clay County",NA,0.284,55758,6315,1,0.3839804341,NA,0.262,51712,6163,1,0.5356160196,124.35233161,0.27,56259,6214,1,0.5258330786
"1706","NE","Colfax County",NA,0.266,50758,10504,0.4051355207,0.7282929149,NA,0.287,50901,10414,0.4051355207,0.8079885877,NA,0.291,55787,10881,0.4051355207,0.7828815977
"1707","NE","Cuming County",39.84785365,0.252,56047,9027,0.6520407047,0.5704125178,14.657920774,0.282,56419,9016,0.6520407047,0.671845935,22.12511754,0.276,59219,8940,0.6520407047,0.6989823832
"1708","NE","Custer County",94.067668032,0.293,45644,10728,0.6766614864,0.4585428284,89.321464872,0.284,47199,10807,0.6766614864,0.478745772,139.23051933,0.296,49995,10840,0.6766614864,0.4876131273
"1709","NE","Dakota County",114.43647981,0.291,50289,20850,0.2108921261,0.8494239741,130.04736293,0.287,53332,20465,0.2108921261,0.8920308483,234.14634146,0.323,55522,20083,0.2108921261,0.8607064648
"1710","NE","Dawes County",122.71710099,0.281,40667,9042,0.3993683293,0.8958832498,123.59591406,0.244,44496,8979,0.3993683293,0.9051404923,143.65434554,0.207,47487,8716,0.3993683293,0.8847745589
"1711","NE","Dawson County",145.72097837,0.251,47366,24096,0.2665460824,0.7706569103,143.84349827,0.264,51688,23640,0.2665460824,0.8213434186,152.18478986,0.259,56818,23709,0.2665460824,0.8211789854
"1712","NE","Deuel County",50.87332542,0.267,44109,1940,1,0.0236991242,67.521944632,0.277,48546,1873,1,0.7691911386,0,0.266,47097,1825,1,0.7764039155
"1713","NE","Dixon County",101.77541558,0.319,52601,5782,1,0.2226666667,58.830450641,0.317,52436,5762,1,0.3983333333,27.731558514,0.334,54635,5709,1,0.3708333333
"1714","NE","Dodge County",126.49933565,0.252,50043,36744,0.2512877817,0.8801068382,141.11092785,0.265,51704,36757,0.2512877817,0.9163555095,196.75894297,0.294,51682,36791,0.2512877817,0.9009838925
"1715","NE","Douglas County",477.69713554,0.221,52842,543244,0.0217052465,0.9754056197,484.87664452,0.206,59226,554995,0.0217052465,0.979447313,486.48732443,0.219,64580,566880,0.0217052465,0.9837423372
"1716","NE","Dundy County",NA,0.292,45624,1886,1,0.0552788845,NA,0.254,43459,1831,1,0.5502988048,NA,0.251,48574,1770,1,0.21812749
"1717","NE","Fillmore County",NA,0.291,54556,5661,1,0.4913412564,NA,0.286,53037,5720,1,0.640237691,17.985611511,0.281,56697,5527,1,0.635483871
"1718","NE","Franklin County",20.601565719,0.323,44794,3076,1,0.3565891473,21.128248468,0.264,45456,3014,1,0.5190697674,33.400133601,0.287,48778,3023,1,0.5094573643
"1719","NE","Frontier County",NA,0.279,48543,2705,1,0.5983309144,NA,0.257,55089,2621,1,0.6179245283,NA,0.298,43650,2608,1,0.6150217707
"1720","NE","Furnas County",NA,0.283,44461,4888,1,0.2456140351,NA,0.274,44219,4787,1,0.7001411575,62.034739454,0.303,49685,4715,1,0.6715063521
"1721","NE","Gage County",247.73900845,0.298,50861,21663,0.443996235,0.5191161311,362.79158578,0.283,44166,21799,0.443996235,0.6427771055,436.78837848,0.291,49931,21493,0.443996235,0.6742414056
"1722","NE","Garden County",NA,0.301,38645,1911,1,0.0116674769,NA,0.293,38701,1930,1,0.5644141954,NA,0.31,39192,1897,1,0.5644141954
"1723","NE","Garfield County",NA,0.283,40436,2003,1,0.7647632992,NA,0.276,44016,2011,1,0.7003416301,49.431537321,0.298,46245,1987,1,0.7003416301
"1724","NE","Gosper County",49.407114625,0.258,55319,1970,1,0.2338551859,50.238633509,0.244,55373,1971,1,0.3121330724,76.647930506,0.212,59722,1996,1,0.3385518591
"1725","NE","Grant County",NA,0.319,47537,619,1,NA,NA,0.325,55830,641,1,0.1416938111,NA,0.376,56724,660,1,0.0521172638
"1726","NE","Greeley County",NA,0.351,43858,2482,1,0.0007880221,NA,0.341,45429,2399,1,0.4739952719,NA,0.317,45221,2356,1,0.0031520883
"1727","NE","Hall County",280.92101559,0.275,48499,61492,0.1462453291,0.8783421776,254.0870701,0.27,52315,61705,0.1462453291,0.9259644752,288.29412479,0.279,53792,61607,0.1462453291,0.8928626273
"1728","NE","Hamilton County",98.321255599,0.226,62191,9135,0.510521701,0.5178649715,80.739870816,0.238,63996,9186,0.510521701,0.6565103025,202.05329838,0.253,60608,9280,0.510521701,0.6749232793
"1729","NE","Harlan County",NA,0.265,46744,3492,1,0.3777388256,NA,0.279,45626,3473,1,0.5594507742,NA,0.282,49321,3401,1,0.5582822086
"1730","NE","Hayes County",NA,0.321,48856,933,1,NA,NA,0.289,46401,897,1,0.1044467425,323.97408207,0.256,47047,916,1,0.063081696
"1731","NE","Hitchcock County",114.69205184,0.281,40496,2901,1,NA,81.027896747,0.269,43502,2825,1,0.2709766162,121.80267966,0.271,43880,2806,1,0.2510316369
"1732","NE","Holt County",28.647822765,0.307,46667,10403,0.6471490177,0.4474365117,47.862156988,0.295,54055,10250,0.6471490177,0.5762338285,77.167936722,0.298,55965,10178,0.6471490177,0.6050790609
"1733","NE","Hooker County",0,0.266,40732,728,1,0.8369565217,0,0.293,47526,708,1,0.9279891304,0,0.273,46220,682,1,0.1086956522
"1734","NE","Howard County",NA,0.32,51040,6362,1,0.4568058655,NA,0.255,54803,6429,1,0.471150781,NA,0.284,52292,6468,1,0.4674848581
"1735","NE","Jefferson County",NA,0.323,44947,7335,0.4816483371,0.319464688,NA,0.287,47750,7177,0.4816483371,0.0303431827,779.98924153,0.314,47075,7097,0.4816483371,0.5932158474
"1736","NE","Johnson County",31.790437436,0.287,48511,5185,1,NA,64.482847563,0.276,47592,5171,1,0.0199348284,116.86793923,0.299,52401,5134,1,0.5564500671
"1737","NE","Kearney County",86.426029487,0.258,56791,6644,0.5455386038,0.3576822315,121.81504416,0.241,66321,6552,0.5455386038,0.6239790415,98.739176667,0.237,64456,6544,0.5455386038,0.5618739405
"1738","NE","Keith County",79.459674215,0.288,45192,8121,0.4713193117,0.6725621415,77.126040187,0.283,46431,8018,0.4713193117,0.8145315488,105.74112086,0.311,52086,8021,0.4713193117,0.7961281071
"1739","NE","Keya Paha County",0,0.347,41138,810,1,0.1347087379,0,0.322,47282,791,1,0.3325242718,0,0.276,48429,810,1,0.3325242718
"1740","NE","Kimball County",NA,0.304,45771,3713,1,0.7508505627,326.26427406,0.296,45091,3679,1,0.7594870453,218.10250818,0.293,46986,3618,1,0.7597487569
"1741","NE","Knox County",7.6584338503,0.315,42745,8482,1,0.5864843121,31.070374398,0.284,46647,8571,1,0.4870704517,52.761167781,0.308,47906,8419,1,0.6142972072
"1742","NE","Lancaster County",387.66185807,0.191,52011,301795,0.0825312624,0.9550781866,343.4395948,0.178,58873,309637,0.0825312624,0.9672397664,325.95538506,0.175,58618,317272,0.0825312624,0.969030192
"1743","NE","Lincoln County",190.3106272,0.253,49770,35815,0.3051973104,0.7392250882,195.26033176,0.262,57445,35550,0.3051973104,0.8628747795,273.99175229,0.277,56803,35185,0.3051973104,0.8627645503
"1744","NE","Logan County",NA,0.303,50761,750,1,0.5504587156,NA,0.301,50979,772,1,0,NA,0.304,55531,749,1,0.0249017038
"1745","NE","Loup County",NA,0.33,49132,588,1,0.1534810127,NA,0.319,47918,591,1,0.2310126582,NA,0.288,47797,618,1,0.2310126582
"1746","NE","McPherson County",NA,0.321,62280,498,1,NA,NA,0.291,49265,493,1,0,NA,0.275,53207,492,1,0
"1747","NE","Madison County",110.2263441,0.245,51836,35174,0.2790457621,0.7130118133,107.81365261,0.229,49625,35015,0.2790457621,0.8191593073,142.00107921,0.258,55226,35392,0.2790457621,0.8457105173
"1748","NE","Merrick County",191.20458891,0.281,50893,7766,0.5889101338,0.4347992352,NA,0.293,52112,7828,0.5889101338,0.517654557,64.416387529,0.302,56493,7733,0.5889101338,0.4500956023
"1749","NE","Morrill County",59.235857439,0.26,46961,4862,1,0.250892503,13.484358145,0.273,44398,4787,1,0.7112257041,58.602906704,0.31,49151,4686,1,0.4516065054
"1750","NE","Nance County",53.243411128,0.226,48535,3570,1,0.6313253012,79.660116835,0.266,47579,3576,1,0.6752342704,NA,0.273,47279,3532,1,0.6637215529
"1751","NE","Nemaha County",59.382422803,0.258,49162,7175,0.5206953642,0.5415286976,98.852215937,0.24,49242,6971,0.5206953642,0.5413907285,99.002899371,0.254,52069,6958,0.5206953642,0.5361479029
"1752","NE","Nuckolls County",66.371681416,0.31,43249,4369,1,0.5517777778,NA,0.294,41840,4265,1,0.7015555556,NA,0.305,46954,4195,1,0.596
"1753","NE","Otoe County",34.604253177,0.301,51527,15797,0.5510800508,0.59841169,37.716872014,0.269,55030,16081,0.5510800508,0.7030495553,74.985940136,0.298,60734,15985,0.5510800508,0.7409148666
"1754","NE","Pawnee County",36.036036036,0.309,42977,2702,1,0.1377569419,24.322023592,0.276,42389,2652,1,0.0952037505,18.758206715,0.26,45487,2632,1,0.0883519654
"1755","NE","Perkins County",22.363860002,0.235,56080,2891,1,0.4525252525,68.127625752,0.297,59732,2898,1,0.4683501684,34.234851078,0.257,57251,2929,1,0.4723905724
"1756","NE","Phelps County",90.233162492,0.268,54137,9187,0.4188071397,0.5754244667,86.555106751,0.232,57432,9266,0.4188071397,0.719525468,97.097853059,0.253,59003,8996,0.4188071397,0.7129952111
"1757","NE","Pierce County",30.218783996,0.301,53489,7202,1,0.3418662263,86.121232196,0.281,55586,7159,1,0.6914395816,73.800738007,0.306,57367,7142,1,0.648775117
"1758","NE","Platte County",97.353022555,0.252,61768,32666,0.3142662158,0.7885349133,76.27222064,0.244,59288,32861,0.3142662158,0.8614014952,102.25260973,0.232,63656,33363,0.3142662158,0.8445264758
"1759","NE","Polk County",12.331216475,0.3,58162,5271,1,0.4382167962,0,0.251,53881,5203,1,0.4550499445,9.6024582293,0.255,59815,5278,1,0.4620791713
"1760","NE","Red Willow County",96.044180323,0.244,43842,10867,0.3158751696,0.6269561284,96.688421562,0.264,48783,10722,0.3158751696,0.747082768,96.418732782,0.253,49034,10726,0.3158751696,0.7446404342
"1761","NE","Richardson County",62.947517507,0.329,44282,8128,0.5057993543,0.6410379051,47.4871389,0.313,45256,8060,0.5057993543,0.393877795,37.364553494,0.326,47573,7937,0.5057993543,0.0657658735
"1762","NE","Rock County",43.763676149,0.331,46051,1443,1,0.0222804718,47.281323877,0.33,48802,1390,1,0.001310616,0,0.374,48260,1360,1,0.001310616
"1763","NE","Saline County",137.29870613,0.309,51805,14252,0.5107042254,0.5411971831,105.41996104,0.318,51222,14331,0.5107042254,0.6631690141,236.46416525,0.298,54569,14350,0.5107042254,0.6851408451
"1764","NE","Sarpy County",66.901962734,0.204,74008,172193,0.0527386049,0.9502518257,63.872413862,0.2,74374,179023,0.0527386049,0.9139070763,84.643599148,0.2,79358,184459,0.0527386049,0.9242319315
"1765","NE","Saunders County",60.550049396,0.272,61961,20919,0.6648700674,0.4577478345,44.546973192,0.249,66330,21038,0.6648700674,0.5138113571,61.915081085,0.246,67897,21303,0.6648700674,0.5294513956
"1766","NE","Scotts Bluff County",127.39437265,0.252,47194,36465,0.2981877198,0.6482823911,124.16647505,0.248,46641,36422,0.2981877198,0.6476602651,204.78294411,0.258,50247,35989,0.2981877198,0.7545307006
"1767","NE","Seward County",42.846125282,0.234,61802,17150,0.6038208955,0.4825671642,57.358243199,0.227,66102,17284,0.6038208955,0.6662686567,56.644009063,0.231,71024,17318,0.6038208955,0.5863283582
"1768","NE","Sheridan County",292.37985016,0.318,40351,5259,1,0.3454013531,180.59317913,0.335,41128,5234,1,0.5657341379,190.96985404,0.301,43819,5190,1,0.5644541964
"1769","NE","Sherman County",21.170742035,0.304,43883,3074,1,0.1012055838,32.192295311,0.298,43657,3054,1,0.4854060914,48.575129534,0.284,47499,3038,1,0.4898477157
"1770","NE","Sioux County",NA,0.314,47313,1303,1,0.0533943555,NA,0.301,48891,1242,1,0.2562929062,NA,0.306,50861,1187,1,0.1800152555
"1771","NE","Stanton County",54.021932905,0.249,55955,6069,0.7348670256,0.021863273,16.273393002,0.262,57857,5944,0.7348670256,0.3222385381,58.16852252,0.316,66228,5970,0.7348670256,0.3135911242
"1772","NE","Thayer County",50.958659787,0.301,49517,5230,1,0.3418133129,103.19251854,0.285,48668,5101,1,0.3490818669,116.12154055,0.249,51299,5039,1,0.2957153787
"1773","NE","Thomas County",NA,0.313,39537,687,1,0.1545595054,NA,0.303,49449,716,1,0.1653786708,NA,0.28,48275,720,1,0.1653786708
"1774","NE","Thurston County",NA,0.304,41344,6969,1,0.1961095101,29.4941749,0.326,43737,7127,1,0.4040345821,61.685557869,0.322,45405,7303,1,0.3805475504
"1775","NE","Valley County",NA,0.258,44726,4204,1,0.6676056338,NA,0.249,43405,4184,1,0.7521126761,96.922704143,0.266,48604,4190,1,0.7525821596
"1776","NE","Washington County",19.593436199,0.216,69191,20258,0.6123356726,0.4776119403,74.103349471,0.204,70727,20603,0.6123356726,0.5556983295,71.688131906,0.22,77838,20667,0.6123356726,0.4853217357
"1777","NE","Wayne County",104.22094841,0.263,53290,9431,0.4208441897,0.4719124544,NA,0.234,52764,9365,0.4208441897,0.6139656071,NA,0.239,55970,9403,0.4208441897,0.5156852527
"1778","NE","Webster County",87.267649882,0.33,40979,3658,1,0.5965372508,80.601826975,0.312,41616,3603,1,0.34181532,110.42097999,0.311,45058,3533,1,0.6314270724
"1779","NE","Wheeler County",0,0.286,45400,766,1,0.2836185819,0,0.295,46838,776,1,0.04400978,202.7027027,0.322,53369,805,1,0.04400978
"1780","NE","York County",43.610989969,0.247,51335,13917,0.4414196853,0.5990486645,28.847540747,0.243,53960,13794,0.4414196853,0.6950603732,21.598272138,0.262,61478,13772,0.4414196853,0.6027076473
"1781","NV","Nevada",610.77114912,0.2089789118,51487,2839099,0.0580451915,0.8772720826,615.5338366,0.222,55201,2940058,0.0580451915,0.9179082343,657.20657874,0.231,58740,3034392,0.0580451915,0.929776553
"1782","NV","Churchill County",189.52791533,0.243,46840,23989,0.347147968,0.7538690357,186.61544958,0.248,50292,24198,0.347147968,0.8810949873,211.3026185,0.264,58429,24440,0.347147968,0.8698798087
"1783","NV","Clark County",714.75850526,0.217,51241,2069681,0.0130607312,0.9104510962,705.87786969,0.231,54455,2155664,0.0130607312,0.9611960217,757.03947239,0.239,57155,2231647,0.0130607312,0.9713586389
"1784","NV","Douglas County",121.9262945,0.16,60322,47536,0.3155307786,0.7955826968,138.46229538,0.178,61988,48020,0.3155307786,0.9365065855,151.68316003,0.204,70495,48467,0.3155307786,0.9116326574
"1785","NV","Elko County",321.8927564,0.209,72648,52766,0.3785079274,0.7284812979,371.40204271,0.232,70242,52168,0.3785079274,0.6883731411,403.76345096,0.256,79134,52460,0.3785079274,0.6859150313
"1786","NV","Esmeralda County",255.10204082,0.239,47180,822,1,0.4508301405,206.8680182,0.218,48693,790,1,0.1060025543,117.8550383,0.3,50179,826,1,0.1340996169
"1787","NV","Eureka County",450.30020013,0.233,70535,2018,1,0.0030196276,358.65666775,0.205,67590,1917,1,0.3734272773,337.75633293,0.219,70036,2003,1,0.3427277302
"1788","NV","Humboldt County",315.06111787,0.205,67423,17279,0.3787512101,0.3344627299,334.91809905,0.215,68999,16842,0.3787512101,0.5707889642,326.76928369,0.209,72873,16786,0.3787512101,0.5965029042
"1789","NV","Lander County",709.88710229,0.223,74347,6009,0.3904761905,0.8420779221,674.40574903,0.204,71814,5702,0.3904761905,0.3213852814,619.78348897,0.198,79278,5575,0.3904761905,0.9089177489
"1790","NV","Lincoln County",111.69717654,0.217,45629,5184,1,0.5227315248,43.518806341,0.241,49874,5055,1,0.5446211413,39.001560062,0.28,55504,5201,1,0.5429373246
"1791","NV","Lyon County",244.03142462,0.276,48576,51789,0.3693728357,0.6337629858,272.84341356,0.286,51344,53179,0.3693728357,0.6250480954,270.0716692,0.25,59732,55808,0.3693728357,0.677856868
"1792","NV","Mineral County",328.91246684,0.266,40714,4500,0.3191533948,0.0800502934,193.42359768,0.257,41892,4449,0.3191533948,0.0852891869,135.22650439,0.314,44438,4514,0.3191533948,0.7717937972
"1793","NV","Nye County",673.7685514,0.294,42881,42282,0.3527055932,0.1807217949,366.43373979,0.316,48001,43423,0.3527055932,0.2487370864,166.5446127,0.286,47031,45346,0.3527055932,0.2151049015
"1794","NV","Pershing County",891.34438306,0.231,52001,6698,1,0.2256774767,840.78538103,0.226,56984,6560,1,0.2283429587,712.60652366,0.283,42522,6666,1,0.2283429587
"1795","NV","Storey County",599.95000417,0.239,55291,3912,0.9264339152,0.0139650873,953.98902491,0.241,60066,4051,0.9264339152,0.2403990025,891.51180311,0.253,68236,4029,0.9264339152,0.4082294264
"1796","NV","Washoe County",392.59793229,0.161,52862,440078,0.0426689637,0.9145268114,372.4283615,0.17,58253,453616,0.0426689637,0.9109957832,438.61610637,0.184,63636,465735,0.0426689637,0.9163896186
"1797","NV","White Pine County",365.43209877,0.26,57243,10034,0.5333000997,0.5798604187,337.97086232,0.246,54832,9682,0.5333000997,0.59222333,220.51821781,0.237,58942,9475,0.5333000997,0.59222333
"1798","NV","Carson City",264.38885499,0.174,45639,54522,0.0483952672,0.9639432645,256.95439513,0.193,52253,54742,0.0483952672,0.9510619821,291.08472678,0.223,56382,55414,0.0483952672,0.9968339545
"1799","NH","New Hampshire",181.0795964,0.2081363504,66469,1326813,0.3969691675,0.844162799,199.74867728,0.206,70986,1334795,0.3969691675,0.8241023343,196.8358977,0.213,75322,1356458,0.3969691675,0.8823186248
"1800","NH","Belknap County",212.80548565,0.223,59831,60305,0.662794568,0.7772433764,220.35068342,0.226,57779,60779,0.662794568,0.8561942484,238.69108088,0.229,64777,61022,0.662794568,0.8719378245
"1801","NH","Carroll County",171.2550084,0.191,57556,47399,0.9020243423,0.7686017818,209.15975478,0.182,56836,47289,0.9020243423,0.8865280857,181.4903147,0.216,59413,48779,0.9020243423,0.8062235978
"1802","NH","Cheshire County",186.01878074,0.201,56008,76115,0.6501549593,0.6213675325,199.59239866,0.203,57286,75774,0.6501549593,0.754074977,187.30609281,0.194,60251,76493,0.6501549593,0.7531413307
"1803","NH","Coos County",142.57996237,0.259,42491,31653,0.662411133,0.6608379973,174.54755437,0.262,45127,32039,0.662411133,0.775918923,158.66981803,0.259,44259,31589,0.662411133,0.7351081531
"1804","NH","Grafton County",168.7876493,0.183,56353,89658,0.6871563545,0.8325029736,186.50653479,0.211,60335,88888,0.6871563545,0.90379048,166.82952406,0.192,65163,89786,0.6871563545,0.8959693889
"1805","NH","Hillsborough County",251.89249767,0.216,71233,405184,0.2119130268,0.9207154105,274.65700345,0.206,75997,407761,0.2119130268,0.8651006561,273.06590869,0.225,78714,415247,0.2119130268,0.9173090504
"1806","NH","Merrimack County",155.1615722,0.197,62429,147171,0.5461299464,0.8426235105,157.37002993,0.189,69320,148582,0.5461299464,0.8957424289,157.63524344,0.2,74351,151132,0.5461299464,0.9260882925
"1807","NH","Rockingham County",122.8552926,0.196,79653,300621,0.2489812786,0.8586119645,125.93266354,0.2,82016,303251,0.2489812786,0.722518232,117.1787026,0.189,93645,309176,0.2489812786,0.8843721526
"1808","NH","Strafford County",210.01558003,0.227,58577,125604,0.3240135452,0.8815929448,233.21172814,0.213,69467,127428,0.3240135452,0.8491103839,235.77068532,0.238,69919,130090,0.3240135452,0.8934409589
"1809","NH","Sullivan County",161.45785127,0.228,57142,43103,0.6416258973,0.6747290933,193.62598891,0.242,58021,43004,0.6416258973,0.7090668008,175.22899243,0.265,60034,43144,0.6416258973,0.77867953
"1810","NJ","New Jersey",301.99727865,0.2412538345,71968,8938175,0.0532044631,0.9454880825,279.92925202,0.233,76212,8944469,0.0532044631,0.950107565,253.09456476,0.26,81777,8908520,0.0532044631,0.9471865789
"1811","NJ","Atlantic County",498.84885691,0.26,54208,275209,0.1271357754,0.8952900939,428.79337881,0.261,55672,270991,0.1271357754,0.9188560148,373.1873109,0.302,60826,265429,0.1271357754,0.913887867
"1812","NJ","Bergen County",97.590972524,0.233,84309,933572,0.0010153395,0.991487279,88.916508091,0.216,93205,939151,0.0010153395,0.9927578344,84.250499119,0.245,100181,936692,0.0010153395,0.9946868689
"1813","NJ","Burlington County",147.08866647,0.235,80479,449722,0.0666319022,0.8523156257,158.93033615,0.224,80081,449284,0.0666319022,0.8330570004,162.75354558,0.238,84470,445384,0.0666319022,0.8186364305
"1814","NJ","Camden County",617.94727057,0.273,61685,511038,0.0161742174,0.9458646529,550.68933347,0.264,65838,510150,0.0161742174,0.9312946188,464.90041066,0.287,67135,507078,0.0161742174,0.8989851204
"1815","NJ","Cape May County",276.77773172,0.232,55409,95344,0.1745437722,0.8863414383,253.70256921,0.228,59181,94430,0.1745437722,0.9445741017,235.92623479,0.272,62175,92560,0.1745437722,0.9490772631
"1816","NJ","Cumberland County",533.68686559,0.277,45438,157389,0.2302706217,0.653819679,532.96353052,0.293,48867,153797,0.2302706217,0.8112977858,516.27564574,0.312,51790,150972,0.2302706217,0.7927634514
"1817","NJ","Essex County",673.64539849,0.269,54603,795723,0.0001454139,0.9960623443,681.2280408,0.251,54879,796914,0.0001454139,0.9993214017,606.18997605,0.284,62875,799767,0.0001454139,0.9973111182
"1818","NJ","Gloucester County",159.66583071,0.253,78983,290951,0.0834582085,0.8853958541,130.95714536,0.245,79332,292330,0.0834582085,0.8710699023,115.52068542,0.277,81315,291408,0.0834582085,0.8287684538
